,LOC_BLANK,BRANCH_COUNT,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CYCLOMATIC_COMPLEXITY,DESIGN_COMPLEXITY,ESSENTIAL_COMPLEXITY,LOC_EXECUTABLE,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,LOC_TOTAL,Defective
0,0,7,14,0,4,1,1,3,14.3,28.78,11846.2,0.14,91,0.03,658.12,411.64,37,54,9,14,17,N
1,0,7,14,0,4,2,1,3,15.95,27.3,11891.1,0.15,95,0.04,660.62,435.57,39,56,10,14,17,N
2,0,7,4,0,4,1,1,1,8.07,7.0,395.31,0.02,17,0.14,21.96,56.47,6,11,3,7,5,N
3,0,3,1,0,2,1,1,1,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,2,5,2,5,2,N
4,0,3,1,14,2,1,1,1,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,2,5,2,5,2,N
5,0,1,1,0,1,1,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,2,3,2,3,2,N
6,0,3,5,0,2,2,1,2,7.13,13.5,1298.85,0.03,26,0.07,72.16,96.21,12,14,4,9,7,N
7,0,3,5,0,2,2,1,2,9.07,12.6,1439.18,0.04,30,0.08,79.95,114.22,14,16,5,9,7,N
8,0,3,0,0,2,1,1,2,10.8,3.33,120.0,0.01,12,0.3,6.67,36.0,4,8,3,5,2,N
9,0,3,0,0,2,1,1,2,10.8,3.33,120.0,0.01,12,0.3,6.67,36.0,4,8,3,5,2,N
10,0,3,0,0,2,1,1,2,10.8,3.33,120.0,0.01,12,0.3,6.67,36.0,4,8,3,5,2,N
11,0,1,1,0,1,1,1,1,9.83,2.0,39.3,0.01,7,0.5,2.18,19.65,3,4,3,4,2,N
12,0,7,26,1,4,4,4,4,31.4,18.47,10714.74,0.19,116,0.05,595.26,580.0,54,62,19,13,30,N
13,0,1,2,0,1,1,1,1,22.2,3.0,199.82,0.02,18,0.33,11.1,66.61,7,11,7,6,3,N
14,0,7,26,1,4,3,4,4,27.77,19.44,10500.0,0.18,108,0.05,583.33,540.0,50,58,18,14,30,N
15,0,1,2,0,1,1,1,1,19.12,3.0,172.08,0.02,16,0.33,9.56,57.36,6,10,6,6,3,N
16,0,7,21,1,4,4,4,4,22.24,20.53,9376.55,0.15,94,0.05,520.91,456.65,44,50,15,14,25,N
17,0,7,21,1,4,2,4,4,19.5,21.43,8952.56,0.14,86,0.05,497.36,417.79,40,46,14,15,25,N
18,0,3,6,0,2,2,1,2,9.91,11.2,1243.35,0.04,30,0.09,69.07,111.01,14,16,5,8,8,N
19,0,3,6,0,2,2,1,2,12.09,11.33,1553.4,0.05,36,0.09,86.3,137.06,17,19,6,8,8,N
20,0,3,6,0,2,1,1,2,8.79,7.88,544.86,0.02,20,0.13,30.27,69.19,9,11,4,7,8,N
21,0,1,0,0,1,1,1,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,2,3,2,3,0,N
22,0,3,10,0,2,2,1,2,32.65,10.67,3715.08,0.12,75,0.09,206.39,348.29,32,43,15,10,12,N
23,0,3,10,0,2,2,1,2,34.95,10.63,3945.43,0.12,79,0.09,219.19,371.33,34,45,16,10,12,N
24,0,1,8,0,1,1,1,1,31.64,7.36,1715.62,0.08,57,0.14,95.31,232.99,27,30,11,6,9,N
25,0,1,8,0,1,1,1,1,35.15,7.0,1722.18,0.08,59,0.14,95.68,246.03,28,31,12,6,9,N
26,0,5,12,0,3,2,1,1,27.66,13.75,5230.38,0.13,80,0.07,290.58,380.39,40,40,16,11,13,N
27,0,3,9,0,2,2,1,2,13.9,15.0,3127.44,0.07,50,0.07,173.75,208.5,24,26,8,10,11,N
28,0,3,9,0,2,2,1,2,15.84,15.56,3832.57,0.08,58,0.06,212.92,246.38,28,30,9,10,11,N
29,0,5,3,0,3,2,1,1,9.29,11.0,1124.05,0.03,25,0.09,62.45,102.19,12,13,6,11,4,N
30,0,5,3,0,3,2,1,1,11.02,10.21,1150.01,0.04,27,0.1,63.89,112.59,13,14,7,11,4,N
31,0,1,3,0,1,1,1,1,11.79,3.33,131.0,0.01,14,0.3,7.28,39.3,5,9,3,4,4,N
32,0,3,7,0,2,2,1,2,12.02,9.75,1142.77,0.04,30,0.1,63.49,117.21,13,17,6,9,9,N
33,0,3,7,0,2,2,1,2,15.5,8.57,1138.58,0.04,34,0.12,63.25,132.83,15,19,7,8,9,N
34,0,5,18,1,3,2,1,3,22.46,14.39,4653.68,0.11,68,0.07,258.54,323.33,31,37,14,13,21,N
35,0,1,2,0,1,1,1,1,22.2,3.0,199.82,0.02,18,0.33,11.1,66.61,7,11,7,6,3,N
36,0,5,18,1,3,2,1,3,19.43,16.14,5069.44,0.1,66,0.06,281.64,313.82,30,36,13,14,21,N
37,0,1,2,0,1,1,1,1,19.12,3.0,172.08,0.02,16,0.33,9.56,57.36,6,10,6,6,3,N
38,0,5,14,1,3,2,1,3,15.13,14.95,3381.36,0.08,50,0.07,187.85,226.18,23,27,10,13,17,N
39,0,5,14,1,3,1,1,3,14.37,14.67,3092.19,0.07,48,0.07,171.79,210.83,22,26,9,12,17,N
40,0,5,8,0,3,2,3,2,15.41,11.9,2182.44,0.06,40,0.08,121.25,183.4,17,23,10,14,10,N
