,LOC_BLANK,BRANCH_COUNT,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CYCLOMATIC_COMPLEXITY,DESIGN_COMPLEXITY,ESSENTIAL_COMPLEXITY,LOC_EXECUTABLE,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,LOC_TOTAL,Defective
0,0,5,0,0,3,3,1,8,9.42,17.0,2723.1,0.05,41,0.06,151.28,160.18,17,24,5,10,8,N
1,1,3,0,0,2,2,1,5,13.67,5.71,446.5,0.03,20,0.18,24.81,78.14,10,10,7,8,5,N
2,0,1,0,0,1,1,1,0,0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,0,2,0,2,0,N
3,18,19,1,58,10,2,5,60,61.6,40.23,99691.06,0.83,392,0.02,5538.39,2478.2,177,215,55,25,61,N
4,2,3,0,9,2,1,1,10,45.89,6.79,2118.25,0.1,68,0.15,117.68,311.78,33,35,17,7,10,N
5,2,1,0,7,1,1,1,6,18.4,5.0,460.0,0.03,23,0.2,25.56,92.0,10,13,8,8,6,N
6,36,13,0,42,7,4,3,120,118.33,59.93,424927.99,2.36,1002,0.02,23607.11,7090.97,458,544,107,28,120,Y
7,43,39,1,35,22,17,5,107,97.32,33.04,106264.81,1.07,464,0.03,5903.6,3215.86,194,270,91,31,108,N
8,10,3,0,2,2,2,1,22,49.53,9.52,4487.33,0.16,88,0.11,249.3,471.46,41,47,28,13,22,N
9,34,23,0,31,13,7,1,83,73.28,64.54,305254.16,1.58,703,0.02,16958.56,4729.73,327,376,76,30,83,N
10,17,15,0,7,11,7,1,54,46.52,27.6,35438.4,0.43,214,0.04,1968.8,1284.0,92,122,40,24,54,N
11,55,40,0,55,25,13,6,153,95.98,61.92,367939.9,1.98,841,0.02,20441.11,5942.58,379,462,101,33,153,Y
12,32,57,0,39,29,5,20,106,92.23,39.86,146524.08,1.23,539,0.03,8140.23,3676.08,242,297,85,28,106,Y
13,4,1,0,3,1,1,1,11,27.14,8.4,1915.2,0.08,57,0.12,106.4,228.0,28,29,10,6,11,N
14,9,11,0,10,6,3,3,33,43.84,34.34,51695.65,0.5,257,0.03,2871.98,1505.5,121,136,37,21,33,N
15,17,24,1,16,14,8,9,83,65.3,30.58,61049.26,0.67,295,0.03,3391.63,1996.61,119,176,72,37,84,N
16,225,236,2,40,136,123,123,600,246.47,105.26,2730637.23,8.65,2785,0.01,151702.06,25942.69,1144,1641,538,99,602,Y
17,8,1,0,2,1,1,1,18,46.0,9.05,3765.19,0.14,84,0.11,209.18,416.15,38,46,21,10,18,N
18,9,5,0,1,4,4,1,24,37.27,16.14,9725.72,0.2,109,0.06,540.32,602.07,42,67,26,20,24,N
19,19,9,0,2,5,1,1,54,148.42,23.87,84587.05,1.18,507,0.04,4699.28,3543.26,241,266,106,21,54,N
20,27,17,0,20,9,3,1,84,140.08,46.39,301439.38,2.17,876,0.02,16746.63,6498.04,419,457,140,31,84,Y
21,39,40,4,32,25,14,7,103,80.95,52.91,226588.75,1.43,619,0.02,12588.26,4282.78,260,359,86,35,107,Y
22,31,24,0,27,17,12,4,93,70.21,38.18,102358.84,0.89,409,0.03,5686.6,2680.83,180,229,66,28,93,Y
23,56,36,0,50,24,18,9,141,87.72,51.91,236376.96,1.52,657,0.02,13132.05,4553.49,292,365,90,32,141,Y
24,5,9,0,7,5,5,5,29,43.84,18.6,15166.52,0.27,146,0.05,842.58,815.4,62,84,30,18,29,Y
25,7,9,0,9,5,5,5,29,44.67,20.61,18980.62,0.31,164,0.05,1054.48,920.81,71,93,31,18,29,Y
26,1,1,0,1,1,1,1,7,18.49,3.5,226.54,0.02,17,0.29,12.59,64.73,7,10,7,7,7,N
27,4,3,0,7,2,1,1,13,33.42,14.53,7052.69,0.16,98,0.07,391.82,485.51,46,52,19,12,13,N
28,5,3,0,4,2,1,1,14,41.58,15.91,10529.3,0.22,129,0.06,584.96,661.68,61,68,23,12,14,N
29,10,12,0,18,7,3,1,40,60.7,32.98,66017.11,0.67,330,0.03,3667.62,2001.81,155,175,47,20,40,N
30,0,1,0,0,1,1,1,0,0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,0,2,0,2,0,N
31,7,3,0,4,2,2,1,14,31.45,4.73,702.84,0.05,35,0.21,39.05,148.68,13,22,11,8,14,N
32,6,9,1,4,5,1,3,21,19.62,28.29,15698.57,0.19,111,0.04,872.14,555.0,44,67,14,18,22,N
33,39,51,1,49,26,23,1,166,218.7,22.35,109272.46,1.63,671,0.04,6070.69,4888.5,304,367,136,20,167,Y
34,37,49,13,23,25,9,21,97,97.66,45.1,198677.1,1.47,663,0.02,11037.62,4404.88,302,361,77,23,110,Y
35,2,1,0,2,1,1,1,5,18.67,4.5,378.0,0.03,21,0.22,21.0,84.0,9,12,8,8,5,N
36,0,1,0,1,1,1,1,3,9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,3,6,3,6,3,N
37,20,12,0,4,7,4,1,27,23.63,21.45,10872.53,0.17,94,0.05,604.03,506.88,39,55,20,22,27,Y
38,0,1,0,0,1,1,1,4,16.84,3.2,172.44,0.02,17,0.31,9.58,53.89,8,9,5,4,4,N
39,5,1,0,5,1,1,1,18,110.26,5.3,3102.25,0.19,123,0.19,172.35,584.85,61,62,23,4,18,N
40,8,11,2,13,6,2,4,23,53.64,18.95,19255.97,0.34,175,0.05,1069.78,1016.29,80,95,38,18,25,N
41,5,11,0,20,7,1,1,20,17.47,39.33,27034.74,0.23,134,0.03,1501.93,687.32,59,75,15,20,20,N
42,14,9,0,7,7,7,1,42,35.76,24.62,21677.08,0.29,156,0.04,1204.28,880.44,68,88,29,21,42,N
43,6,11,0,1,6,3,1,39,65.33,12.0,9407.91,0.26,135,0.08,522.65,783.99,60,75,40,16,39,N
44,0,1,0,1,1,1,1,3,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,2,3,2,3,3,N
45,4,1,0,13,1,1,1,14,38.45,10.24,4027.55,0.13,81,0.1,223.75,393.5,29,52,17,12,14,N
46,1,3,0,3,2,2,1,7,27.56,6.38,1120.04,0.06,40,0.16,62.22,175.69,17,23,12,9,7,N
