,LOC_BLANK,BRANCH_COUNT,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CYCLOMATIC_COMPLEXITY,DESIGN_COMPLEXITY,ESSENTIAL_COMPLEXITY,LOC_EXECUTABLE,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,LOC_TOTAL,Defective
0,14,11,3,0,6,3,1,23,41.87,14.17,8403.03,0.2,110,0.07,466.83,593.15,51,59,27,15,26,N
1,6,3,1,3,2,2,1,3,12.18,3.0,109.62,0.01,11,0.33,6.09,36.54,4,7,4,6,4,N
2,3,1,0,0,1,1,1,7,33.21,4.0,531.34,0.04,34,0.25,29.52,132.83,16,18,10,5,7,N
3,2,1,0,0,1,1,1,2,9.83,2.0,39.3,0.01,7,0.5,2.18,19.65,3,4,3,4,2,N
4,2,1,0,0,1,1,1,2,10.57,3.0,95.1,0.01,10,0.33,5.28,31.7,3,7,3,6,2,N
5,6,1,0,3,1,1,1,7,22.99,4.44,454.16,0.03,25,0.23,25.23,102.19,10,15,9,8,7,N
6,14,19,5,12,11,9,3,34,37.31,23.86,21248.49,0.3,152,0.04,1180.47,890.41,63,89,33,25,39,N
7,20,17,3,12,10,3,3,36,31.44,19.3,11716.29,0.2,107,0.05,650.91,606.95,47,60,28,23,39,N
8,3,1,0,0,1,1,1,3,12.68,2.5,79.25,0.01,10,0.4,4.4,31.7,4,6,4,5,3,N
9,6,3,1,0,2,2,1,10,31.9,6.9,1518.54,0.07,48,0.14,84.36,220.08,23,25,15,9,11,Y
10,4,1,0,0,1,1,1,6,18.6,5.25,512.78,0.03,25,0.19,28.49,97.67,12,13,8,7,6,Y
11,17,7,4,7,4,4,1,16,46.83,14.48,9823.41,0.23,125,0.07,545.75,678.28,60,65,29,14,20,N
12,7,5,2,4,3,3,1,8,17.81,11.08,2188.05,0.07,42,0.09,121.56,197.42,19,23,12,14,10,N
13,2,1,0,1,1,1,1,8,32.29,2.57,213.55,0.03,25,0.39,11.86,83.05,12,13,7,3,8,N
14,2,1,0,0,1,1,1,7,42.64,2.5,266.51,0.04,28,0.4,14.81,106.61,9,19,9,5,7,N
15,3,5,1,0,3,2,1,10,32.98,6.18,1260.48,0.07,48,0.16,70.03,203.9,17,31,11,8,11,N
16,0,1,0,0,1,1,1,0,0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,0,2,0,2,0,N
17,2,11,7,6,6,1,4,23,36.79,15.58,8933.27,0.19,107,0.06,496.29,573.26,44,63,24,17,30,N
18,17,1,3,3,1,1,1,6,18.33,9.0,1484.99,0.05,37,0.11,82.5,165.0,15,22,10,12,9,N
19,9,11,8,15,6,3,1,40,56.47,17.4,17102.11,0.33,180,0.06,950.12,982.7,83,97,31,13,48,N
20,1,1,0,0,1,1,1,2,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,1,2,N
21,0,5,0,0,3,3,1,13,23.44,7.33,1260.57,0.06,38,0.14,70.03,171.9,16,22,12,11,13,N
22,8,8,0,1,6,6,1,39,55.83,18.8,19738.62,0.35,186,0.05,1096.59,1049.76,73,113,33,17,39,N
23,10,7,1,3,4,4,4,28,45.13,11.11,5572.06,0.17,93,0.09,309.56,501.49,40,53,27,15,29,N
24,11,3,4,9,2,1,1,41,135.48,9.97,13474.88,0.45,249,0.1,748.6,1351.14,123,126,37,6,45,N
25,2,3,0,0,2,2,1,8,18.53,9.0,1501.17,0.06,40,0.11,83.4,166.8,18,22,9,9,8,N
26,6,3,0,5,2,2,1,16,57.32,10.19,5954.36,0.19,113,0.1,330.8,584.2,53,60,26,10,16,N
27,2,3,0,0,2,2,1,8,18.53,9.0,1501.17,0.06,40,0.11,83.4,166.8,18,22,9,9,8,N
28,2,3,0,0,2,2,1,8,18.53,9.0,1501.17,0.06,40,0.11,83.4,166.8,18,22,9,9,8,N
29,2,3,0,0,2,2,1,8,18.53,9.0,1501.17,0.06,40,0.11,83.4,166.8,18,22,9,9,8,N
30,6,5,1,1,3,2,1,12,25.16,11.2,3155.74,0.09,58,0.09,175.32,281.76,24,34,15,14,13,N
31,6,1,0,4,1,1,1,3,10.28,4.38,196.76,0.01,13,0.23,10.93,44.97,5,8,4,7,3,N
32,7,25,4,16,13,10,5,71,70.93,18.61,24562.78,0.44,210,0.05,1364.6,1319.93,89,121,55,23,75,Y
33,3,1,0,0,1,1,1,3,13.84,3.0,124.54,0.01,12,0.33,6.92,41.51,5,7,5,6,3,N
34,8,5,1,9,3,2,1,13,30.78,10.5,3393.02,0.11,63,0.1,188.5,323.14,28,35,20,15,14,N
35,13,7,0,2,4,1,1,397,1535.48,11.07,188118.17,5.67,1916,0.09,10451.01,16995.62,1129,787,459,9,397,N
36,22,55,0,51,28,27,27,817,1349.98,39.94,2153049.88,17.97,5580,0.03,119613.86,53912.72,2733,2847,787,23,817,N
37,0,5,0,0,3,3,1,8,9.42,17.0,2723.1,0.05,41,0.06,151.28,160.18,17,24,5,10,8,N
38,1,3,0,0,2,2,1,5,13.67,5.71,446.5,0.03,20,0.18,24.81,78.14,10,10,7,8,5,N
39,3,1,0,8,1,1,1,36,105.44,11.94,15034.24,0.42,235,0.08,835.24,1259.02,116,119,34,7,36,N
40,0,1,0,0,1,1,1,0,0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,0,2,0,2,0,N
41,13,5,1,13,3,2,1,20,50.44,8.5,3644.57,0.14,85,0.12,202.48,428.77,34,51,22,11,21,Y
42,11,5,1,10,3,3,1,16,54.41,6.07,2001.52,0.11,66,0.16,111.2,330.0,31,35,23,9,17,Y
43,2,25,13,0,13,1,1,2,102.19,7.18,5262.9,0.24,136,0.14,292.38,733.36,61,75,34,8,15,Y
44,3,17,17,0,9,1,1,2,76.91,15.85,19327.77,0.41,222,0.06,1073.76,1219.19,98,124,34,11,19,Y
45,2,5,10,0,3,1,1,2,59.38,12.02,8577.83,0.24,136,0.08,476.55,713.72,59,77,27,11,12,N
46,2,59,31,0,30,1,1,2,185.52,11.06,22714.18,0.68,317,0.09,1261.9,2052.81,142,175,77,12,33,Y
47,2,43,25,0,22,1,1,2,112.1,18.1,36742.62,0.68,345,0.06,2041.26,2029.51,158,187,48,11,27,N
48,2,59,31,0,30,1,1,2,130.77,15.89,33012.61,0.69,345,0.06,1834.03,2077.71,156,189,54,11,33,N
49,2,17,14,0,9,1,1,2,85.3,11.0,10321.01,0.31,168,0.09,573.39,938.27,74,94,37,11,16,Y
